Source	Size
https:/raw.githubusercontent.com/scala/v2.13.1/collection/Hashing.scala	283
file:/shipreq/webapp-base/shipreq/webapp/base/validation/Uniqueness.scala	282
https:/raw.githubusercontent.com/scala/v2.13.1/runtime/AbstractPartialFunction.scala	273
https:/raw.githubusercontent.com/scala/v2.13.1/sys/package.scala	261
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/concurrent/atomic/AtomicInteger.scala	260
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/js/JSNumberOps.scala	260
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/Namespace.scala	259
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/js/timers/package.scala	259
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/AbstractSet.scala	247
https:/raw.githubusercontent.com/scala/v2.13.1/collection/mutable/IndexedSeq.scala	243
https:/raw.githubusercontent.com/scala/v2.13.1/util/control/NonFatal.scala	241
https:/raw.githubusercontent.com/scala/v2.13.1/collection/mutable/Iterable.scala	240
https:/raw.githubusercontent.com/scala/v2.13.1/reflect/NoManifest.scala	236
