Source	Size
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/SyncPromise.scala	857
file:/shipreq/webapp-base/shipreq/webapp/base/data/Obfuscated.scala	842
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.2/japgolly/microlibs/nonempty/NonEmptySet.scala	833
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/ByteArrayBits.scala	832
https:/raw.githubusercontent.com/scala/v2.13.1/typeConstraints.scala	806
https:/raw.githubusercontent.com/scala-js/v0.6.32/library-aux/scala/runtime/RefTypes.scala	804
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/Implicits.scala	782
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/defaults/PlatformExports.scala	774
https:/raw.githubusercontent.com/scala-js/v0.6.32/library-aux/scala/runtime/Statics.scala	758
https:/raw.githubusercontent.com/scala/v2.13.1/collection/StrictOptimizedIterableOps.scala	747
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/StringCodecBase.scala	747
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/HeapByteBuffer.scala	744
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalanglib/java/lang/StackTraceElement.scala	738
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalanglib/java/lang/Class.scala	714
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/OptionLike.scala	699
https:/raw.githubusercontent.com/scala/v2.13.1/collection/Set.scala	690
https:/raw.githubusercontent.com/scala/v2.13.1/PartialFunction.scala	677
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/Singleton.scala	676
file:/shipreq/webapp-base-member/shipreq/webapp/base/protocol/binary/v1/BaseMemberData2.scala	673
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/VdomNode.scala	660
file:/shipreq/webapp-base/shipreq/webapp/base/util/CallbackHelpers.scala	653
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/JsRepr.scala	649
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/Style.scala	649
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/VdomElement.scala	612
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/StateAccessor.scala	595
file:/shipreq/webapp-base/shipreq/webapp/base/validation/Implicits.scala	586
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/ScalaFn.scala	575
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/src/main/scala-new-collections/scala/scalajs/js/ArrayOps.scala	571
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/Domain.scala	570
https:/raw.githubusercontent.com/scala/v2.13.1/runtime/RichChar.scala	569
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/OnUnmount.scala	561
https:/raw.githubusercontent.com/scala/v2.13.1/collection/mutable/Map.scala	557
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/package.scala	552
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/Media.scala	549
https:/raw.githubusercontent.com/scala-js/scala-js-dom/v0.9.8/org/scalajs/dom/package.scala	536
file:/shipreq/base-util/shipreq/base/util/BinaryJs.scala	529
file:/shipreq/webapp-base-member/shipreq/webapp/base/lib/DataReusability.scala	526
file:/shipreq/webapp-base-member/shipreq/webapp/base/protocol/ajax/HomeSpaProtocols.scala	526
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.2/japgolly/microlibs/nonempty/NonEmptyVector.scala	520
https:/raw.githubusercontent.com/scala/v2.13.1/collection/mutable/Builder.scala	519
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalanglib/java/lang/StringBuffer.scala	516
https:/raw.githubusercontent.com/scala/v2.13.1/Tuple3.scala	515
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/ByteOrder.scala	506
https:/raw.githubusercontent.com/scala-js/v0.6.32/scalalib/overrides-2.13/scala/package.scala	500
https:/raw.githubusercontent.com/scala/v2.13.1/math/Integral.scala	500
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/js/JavaScriptException.scala	499
file:/shipreq/webapp-base/shipreq/webapp/base/ui/GeneralTheme.scala	497
file://localhome/doeraene/projects/scalajs-java-time/java/time/chrono/IsoChronology.scala	487
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/package.scala	484
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/HtmlAttrs.scala	480
file:/shipreq/webapp-base/shipreq/webapp/base/validation/Simple.scala	475
https:/raw.githubusercontent.com/scala-js/scala-js-dom/v0.9.8/org/scalajs/dom/ext/Extensions.scala	474
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalanglib/java/lang/Long.scala	472
https:/raw.githubusercontent.com/scala/v2.13.1/MatchError.scala	467
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Isomorphism.scala	458
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Input.scala	456
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/Semigroup.scala	451
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/Exports.scala	441
file:/shipreq/base-util/shipreq/base/util/ErrorMsg.scala	438
file:/shipreq/webapp-base/shipreq/webapp/base/protocol/entrypoint/ClientSideProc.scala	434
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/Properties.scala	430
file://localhome/doeraene/projects/scalajs-java-time/java/time/Preconditions.scala	424
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/js/package.scala	420
https:/raw.githubusercontent.com/scala/v2.13.1/Product.scala	410
file:/shipreq/webapp-base/shipreq/webapp/base/protocol/ajax/CommonProtocolsJs.scala	409
file:/shipreq/webapp-base-member/shipreq/webapp/base/UiText.scala	407
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/StateSnapshot.scala	398
file://localhome/doeraene/projects/scalajs-java-time/java/time/Constants.scala	392
https:/raw.githubusercontent.com/scala/v2.13.1/collection/immutable/Iterable.scala	392
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/Hashtable.scala	378
file:/shipreq/base-util/shipreq/base/util/JsExt.scala	375
https:/raw.githubusercontent.com/scala/v2.13.1/Function1.scala	375
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.2/japgolly/microlibs/utils/PlatformJS.scala	372
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/mutable/Mutex.scala	368
https:/raw.githubusercontent.com/scala/v2.13.1/collection/mutable/GrowableBuilder.scala	365
https:/raw.githubusercontent.com/scala/v2.13.1/collection/package.scala	361
file:/shipreq/base-util/shipreq/base/util/Util.scala	358
file:/shipreq/webapp-client-home/shipreq/webapp/client/home/Main.scala	355
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalanglib/java/lang/reflect/Array.scala	355
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/Box.scala	351
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.2/japgolly/microlibs/stdlib_ext/StdlibExt.scala	349
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/SetStateFns.scala	344
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/DataValidators.scala	342
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/AbstractMap.scala	342
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/ScalaOps.scala	341
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/Constants.scala	337
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/monocle-scalaz/internal/MonocleExtComponent.scala	334
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/package.scala	324
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/TimerSupport.scala	323
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/ext-react/scalacss/React.scala	315
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/Need.scala	309
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/runtime/package.scala	309
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/builder/EntryPoint.scala	302
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/events.scala	297
file:/shipreq/webapp-base/shipreq/webapp/base/WebappConfig.scala	296
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalanglib/java/lang/Enum.scala	295
https:/raw.githubusercontent.com/scala/v2.13.1/collection/mutable/ImmutableBuilder.scala	294
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/src/main/scala-new-collections/scala/scalajs/js/JSConverters.scala	292
https:/raw.githubusercontent.com/scala/v2.13.1/runtime/LazyRef.scala	291
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/IdentMap.scala	290
file:/shipreq/base-util/shipreq/base/util/Identity.scala	282
https:/raw.githubusercontent.com/scala/v2.13.1/collection/Hashing.scala	282
file://localhome/doeraene/projects/scalajs-java-time/java/time/Year.scala	277
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/StateAccess.scala	269
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Modal.scala	264
