Source	Size
file:/shipreq/webapp-base-member/shipreq/webapp/base/sort/SortMethod.scala	4063
https:/raw.githubusercontent.com/scala/v2.13.1/collection/Seq.scala	4059
https:/raw.githubusercontent.com/scala/v2.13.1/collection/StringOps.scala	4052
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqtable/Sorter.scala	4001
file:/shipreq/webapp-base-member/shipreq/webapp/base/protocol/websocket/SavedViewCmd.scala	3947
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/router/RouteCmd.scala	3910
file:/shipreq/webapp-base-member/shipreq/webapp/base/event/ProjectTemplate.scala	3907
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/Selection.scala	3897
https:/raw.githubusercontent.com/julien-truffaut/Monocle/v1.6.0/core/monocle/Lens.scala	3882
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/root/ReqLookupPrompt.scala	3877
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/router/RouterConfig.scala	3862
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/misc.scala	3857
file:/shipreq/webapp-base-member/shipreq/webapp/base/feature/autocomplete/ForComponent.scala	3852
file://localhome/doeraene/projects/scalajs-java-time/java/time/Instant.scala	3849
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/deletion/DeletionRestorationLogic.scala	3838
https:/raw.githubusercontent.com/scala/v2.13.1/collection/mutable/ArrayBuffer.scala	3817
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/EditTheme.scala	3816
https:/raw.githubusercontent.com/scala/v2.13.1/collection/immutable/TreeMap.scala	3815
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/CheckboxList.scala	3807
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/components/TriStateCheckbox.scala	3804
file:/shipreq/webapp-base/shipreq/webapp/base/feature/tablenav/Movement.scala	3803
https:/raw.githubusercontent.com/scala/v2.13.1/collection/StrictOptimizedIterableOps.scala	3793
file:/shipreq/base-util/shipreq/base/util/Optics.scala	3772
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/Reusability.scala	3759
file:/shipreq/webapp-base/shipreq/webapp/base/feature/tablenav/Logic.scala	3752
file:/shipreq/webapp-base-member/shipreq/webapp/base/UiText.scala	3727
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/AtomScan.scala	3720
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/mutable/Register.scala	3713
https:/raw.githubusercontent.com/julien-truffaut/Monocle/v1.6.0/core/monocle/Iso.scala	3692
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/issues/Actions.scala	3631
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/StateT.scala	3610
file:/shipreq/frontend/dist/prod/scala/AssetManifest.scala	3592
file:/shipreq/webapp-base-member/shipreq/webapp/base/text/Grammar.scala	3591
file:/shipreq/webapp-base/shipreq/webapp/base/feature/tablenav/TablePos.scala	3583
file:/shipreq/base-util/shipreq/base/util/ConsolidatedSeq.scala	3569
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/builder/ViaReactComponent.scala	3525
file:/shipreq/webapp-base/shipreq/webapp/base/feature/ErrorHandlingFeature.scala	3518
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/issues/Column.scala	3511
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/FeedbackModal.scala	3508
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/UseCaseStepLabelLookup.scala	3501
https:/raw.githubusercontent.com/scala/v2.13.1/util/Either.scala	3494
https:/raw.githubusercontent.com/scala-js/v0.6.32/scalalib/overrides-2.13/scala/Array.scala	3452
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Header.scala	3437
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config/reqtypes/ReqTypeList.scala	3393
https:/raw.githubusercontent.com/japgolly/nyaya/v0.9.0/nyaya/util/Multimap.scala	3378
file:/shipreq/base-util/shipreq/base/util/Util.scala	3377
